B,L,D,C1 Load,R1 Resistance,C2 Load,R2 Resistance,Volume,Price
0.97,0.98,3.8,617.59818,848.2821975,480.1468,626.5574554,0.4753,54659.5
0.97,0.98,3.85,618.88149,859.5142674,481.0974,634.8519624,0.4753,54659.5
0.97,0.98,3.9,620.1648,870.7463373,482.048,643.1464695,0.4753,54659.5
0.97,0.98,3.95,621.44811,881.9784072,482.9986,651.4409766,0.4753,54659.5
0.97,0.98,4,622.73142,893.2104771,483.9492,659.7354836,0.4753,54659.5
0.96,1,3.8,618.588,852.7719033,480.88,629.9685024,0.48,55200
0.96,1,3.85,619.884,864.0633911,481.84,638.3081365,0.48,55200
0.96,1,3.9,621.18,875.3548788,482.8,646.6477706,0.48,55200
0.96,1,3.95,622.476,886.6463666,483.76,654.9874047,0.48,55200
0.96,1,4,623.772,897.9378543,484.72,663.3270388,0.48,55200
0.97,0.99,3.8,618.61959,855.62959,480.9034,632.0162214,0.48015,55217.25
0.97,0.99,3.85,619.915995,866.9589363,481.8637,640.3829831,0.48015,55217.25
0.97,0.99,3.9,621.2124,878.2882826,482.824,648.7497447,0.48015,55217.25
0.97,0.99,3.95,622.508805,889.6176289,483.7843,657.1165063,0.48015,55217.25
0.97,0.99,4,623.80521,900.9469752,484.7446,665.483268,0.48015,55217.25
0.98,0.98,3.8,618.63012,858.3630426,480.9112,633.970859,0.4802,55223
0.98,0.98,3.85,619.92666,869.7286029,481.8716,642.3635163,0.4802,55223
0.98,0.98,3.9,621.2232,881.0941631,482.832,650.7561737,0.4802,55223
0.98,0.98,3.95,622.51974,892.4597234,483.7924,659.148831,0.4802,55223
0.98,0.98,4,623.81628,903.8252837,484.7528,667.5414883,0.4802,55223
0.97,1,3.8,619.641,862.9769825,481.66,637.4749875,0.485,55775
0.97,1,3.85,620.9505,874.4036052,482.63,645.9140037,0.485,55775
0.97,1,3.9,622.26,885.8302279,483.6,654.3530199,0.485,55775
0.97,1,3.95,623.5695,897.2568506,484.57,662.7920361,0.485,55775
0.97,1,4,624.879,908.6834733,485.54,671.2310523,0.485,55775
0.98,0.99,3.8,619.66206,865.7861814,481.6756,639.485901,0.4851,55786.5
0.98,0.99,3.85,620.97183,877.2500209,482.6458,647.9515578,0.4851,55786.5
0.98,0.99,3.9,622.2816,888.7138604,483.616,656.4172146,0.4851,55786.5
0.98,0.99,3.95,623.59137,900.1777,484.5862,664.8828714,0.4851,55786.5
0.98,0.99,4,624.90114,911.6415395,485.5564,673.3485282,0.4851,55786.5
0.98,1,3.8,620.694,873.2093202,482.44,645.000943,0.49,56350
0.98,1,3.85,622.017,884.771439,483.42,653.5395993,0.49,56350
0.98,1,3.9,623.34,896.3335577,484.4,662.0782555,0.49,56350
0.98,1,3.95,624.663,907.8956765,485.38,670.6169118,0.49,56350
0.98,1,4,625.986,919.4577953,486.36,679.1555681,0.49,56350
0.99,0.99,3.8,620.70453,875.9700313,482.4478,646.9750509,0.49005,56355.75
0.99,0.99,3.85,622.027665,887.5687252,483.4279,655.5398608,0.49005,56355.75
0.99,0.99,3.9,623.3508,899.1674191,484.408,664.1046708,0.49005,56355.75
0.99,0.99,3.95,624.673935,910.766113,485.3881,672.6694807,0.49005,56355.75
0.99,0.99,4,625.99707,922.3648069,486.3682,681.2342906,0.49005,56355.75
0.99,1,3.8,621.747,883.4689164,483.22,652.5463689,0.495,56925
0.99,1,3.85,623.0835,895.1668924,484.21,661.1849231,0.495,56925
0.99,1,3.9,624.42,906.8648684,485.2,669.8234774,0.495,56925
0.99,1,3.95,625.7565,918.5628444,486.19,678.4620317,0.495,56925
0.99,1,4,627.093,930.2608204,487.18,687.100586,0.495,56925
1,1,3.8,622.8,893.7557711,484,660.1112651,0.5,57500
1,1,3.85,624.15,905.5899655,485,668.8499754,0.5,57500
1,1,3.9,625.5,917.4241599,486,677.5886856,0.5,57500
1,1,3.95,626.85,929.2583542,487,686.3273959,0.5,57500
1,1,4,628.2,941.0925486,488,695.0661061,0.5,57500
